YEAR,MONTH_NUM,MONTH_MON,APT_ICAO,APT_NAME,STATE_NAME,TF,VALID_FL,NO_REF,TOTAL_REF_NB_FL,TOTAL_REF_TIME_MIN,TOTAL_ADD_TIME_MIN,COMMENT
2020,01,JAN,ENZV,Stavanger,Norway,,,,,,,NO DATA RECEIVED
2020,01,JAN,EPWA,Warszawa - Chopina,Poland,7760,7745,1001,6744,16566.32,9014.68,
2020,01,JAN,LPFR,Faro,Portugal,942,942,26,916,2516.0716666666663,768.4116666666671,
2020,01,JAN,LPPR,Porto,Portugal,3598,3597,4,3593,10032.324999999999,4504.208333333333,
2020,01,JAN,LPPT,Lisbon,Portugal,8363,8348,83,8265,33608.1383333333,13605.9616666667,
2020,01,JAN,LROP,Bucharest - Otopeni,Romania,4643,4566,90,4476,20265.100000000002,9311.9,
2020,01,JAN,LZIB,Bratislava,Slovakia,790,757,12,745,3058,914,
2020,01,JAN,LJLJ,Ljubljana,Slovenia,872,724,29,695,1764.303333333333,787.6800000000001,
2020,01,JAN,GCFV,Fuerteventura,Spain,1770,1763,268,1495,3757.0566666666664,1204.643333333333,
2020,01,JAN,GCLP,Gran Canaria,Spain,5148,5112,564,4548,4832.6033333333335,6055.113333333333,
2020,01,JAN,GCRR,Lanzarote,Spain,2233,2207,124,2083,3587.795,2542.904999999999,
2020,01,JAN,GCTS,Tenerife Sur - Reina Sofia,Spain,2891,2873,253,2620,7642.613333333333,3531.869999999999,
2020,01,JAN,GCXO,Tenerife North,Spain,2942,2905,80,2825,4270.075,3550.274999999999,
2020,01,JAN,LEAL,Alicante,Spain,2687,2686,86,2600,7426.6,2859.949999999999,
2020,01,JAN,LEBB,Bilbao,Spain,1626,1626,66,1560,3464.193333333333,3138.0566666666664,
2020,01,JAN,LEBL,Barcelona,Spain,11628,11628,804,10824,28634.964999999997,10613.5016666667,
2020,01,JAN,LEIB,Ibiza,Spain,1050,1047,118,929,2049.891666666666,1524.525,
2020,01,JAN,LEMD,Madrid - Barajas,Spain,16470,16470,1211,15259,95755.3133333333,27175.986666666697,
2020,01,JAN,LEMG,Málaga,Spain,4148,4013,331,3682,9274.908333333335,3779.041666666666,
2020,01,JAN,LEPA,Palma de Mallorca,Spain,3818,3813,750,3063,8069.716666666666,2968.316666666666,
2020,01,JAN,LEVC,Valencia,Spain,2625,2617,290,2327,7077.285000000001,3005.065,
2020,01,JAN,LEZL,Sevilla,Spain,2292,2287,129,2158,3827.998333333333,2509.335,
2020,01,JAN,ESGG,Göteborg,Sweden,2484,2483,30,2453,7645.6,2689.4,
2020,01,JAN,ESSA,Stockholm - Arlanda,Sweden,8360,8360,509,7851,37716.156666666706,9989.16,
2020,01,JAN,LSGG,Geneva,Switzerland,7699,7698,209,7489,22823.456666666698,9102.526666666667,
2020,01,JAN,LSZH,Zürich,Switzerland,10107,10102,611,9491,39624.698333333305,12633.585,
2020,01,JAN,LTFM,Istanbul,Türkiye,,,,,,,NO DATA RECEIVED
2020,01,JAN,EGBB,Birmingham,United Kingdom,3655,3647,88,3559,11002.6216666667,3801.4116666666664,
2020,01,JAN,EGCC,Manchester,United Kingdom,6565,6406,127,6279,30753,11769,
2020,01,JAN,EGGD,Bristol,United Kingdom,2375,2302,52,2250,6905,3999.733333333333,
2020,01,JAN,EGGW,London - Luton,United Kingdom,4891,4868,5,4863,17541.2,8104.8,
2020,01,JAN,EGKK,London - Gatwick,United Kingdom,9336,9333,272,9061,54884,17408,
2020,01,JAN,EGLC,London - City,United Kingdom,3157,3156,4,3152,6109.4000000000005,5686.75,
2020,01,JAN,EGLL,London - Heathrow,United Kingdom,19024,19023,231,18792,99235,52625,
2020,01,JAN,EGNT,Newcastle,United Kingdom,1628,1327,14,1313,2837.1,2684.9,
2020,01,JAN,EGPD,Aberdeen,United Kingdom,1920,1908,54,1854,4527.296666666666,2910.57,
2020,01,JAN,EGPF,Glasgow,United Kingdom,2756,2733,59,2674,7466,3874,
2020,01,JAN,EGPH,Edinburgh,United Kingdom,4578,4574,15,4559,18048.100000000002,8971.9,
2020,01,JAN,EGSS,London - Stansted,United Kingdom,7176,7140,303,6837,34110,11415.25,
2020,02,FEB,LOWW,Vienna,Austria,9810,9808,508,9300,43651.9,13948.866666666701,
2020,02,FEB,EBBR,Brussels,Belgium,8274,8172,351,7821,30553,9508,
2020,02,FEB,EBCI,Charleroi,Belgium,2342,2331,3,2328,10175,1689,
2020,02,FEB,LBSF,Sofia,Bulgaria,2230,2230,52,2178,6501.6,2332.4,
2020,02,FEB,LDZA,Zagreb,Croatia,1491,1487,50,1437,4863,1766,
2020,02,FEB,LKPR,Prague,Czech Republic,4694,4677,123,4554,19225.7,5303.3,
2020,02,FEB,EKCH,Copenhagen - Kastrup,Denmark,9422,9421,324,9097,36495.0833333333,11658.1,
2020,02,FEB,EETN,Tallinn,Estonia,1582,1552,37,1515,4871.2,1505.8,
2020,02,FEB,EFHK,Helsinki - Vantaa,Finland,7812,7741,684,7057,26464.8216666667,8405.495,
2020,02,FEB,LFBO,Toulouse-Blagnac,France,3358,3358,130,3228,10090,3927,
2020,02,FEB,LFLL,Lyon-Saint-Exupéry,France,4307,4273,143,4130,14641,6824,
2020,02,FEB,LFML,Marseille-Provence,France,,,,,,,DATA ISSUE
2020,02,FEB,LFMN,Nice-Côte d’Azur,France,4071,4045,484,3561,10276.300000000001,3824.7000000000003,
2020,02,FEB,LFPG,Paris-Charles-de-Gaulle,France,17836,17832,927,16905,126628.90000000001,36771.9833333333,
2020,02,FEB,LFPO,Paris-Orly,France,7850,7847,950,6897,29988.7,13346.95,
2020,02,FEB,LFSB,Bâle-Mulhouse,France,2553,2541,68,2473,7150,1874,
2020,02,FEB,EDDB,Berlin - Brandenburg,Germany,3100,3079,122,2957,15640.016666666701,3745.649999999999,
2020,02,FEB,EDDC,Dresden,Germany,735,735,24,711,2022,618,
2020,02,FEB,EDDE,Erfurt,Germany,328,145,23,122,390,123,
2020,02,FEB,EDDF,Frankfurt,Germany,17930,17930,755,17175,125979.3533333333,40754.9133333333,
2020,02,FEB,EDDG,Muenster-Osnabrueck,Germany,912,387,6,381,1432,370,
2020,02,FEB,EDDH,Hamburg,Germany,5074,5028,217,4811,17601.0666666667,6546.0166666666655,
2020,02,FEB,EDDK,Cologne-Bonn,Germany,4659,4637,841,3796,16441.1116666667,5035.721666666665,
2020,02,FEB,EDDL,Dusseldorf,Germany,7488,7487,375,7112,22566.0866666667,6140.13,
2020,02,FEB,EDDM,Munich,Germany,14704,14695,171,14524,61243.6,20057.4,
2020,02,FEB,EDDN,Nuremberg,Germany,1960,1730,78,1652,4089.356666666666,1361.2766666666662,
2020,02,FEB,EDDP,Leipzig-Halle,Germany,2730,2722,512,2210,8732.558333333334,3526.4750000000004,
2020,02,FEB,EDDR,Saarbruecken,Germany,251,245,30,215,839.8000000000001,119.2,
2020,02,FEB,EDDS,Stuttgart,Germany,4661,4530,49,4481,12660.5933333333,7141.606666666666,
2020,02,FEB,EDDV,Hanover,Germany,2423,2194,205,1989,6854.006666666666,2624.526666666666,
2020,02,FEB,EDDW,Bremen,Germany,1120,1082,44,1038,2298.7416666666663,1164.3916666666662,
2020,02,FEB,LGAV,Athens,Greece,6187,6187,422,5765,21870.8716666667,10931.778333333301,
2020,02,FEB,LHBP,Budapest - Ferihegy,Hungary,4440,4431,316,4115,11224.65,4931.3499999999995,
2020,02,FEB,BIKF,Keflavik,Iceland,,,,,,,NO DATA RECEIVED
2020,02,FEB,EICK,Cork,Ireland,584,290,26,264,528.7,452.3,
2020,02,FEB,EIDW,Dublin,Ireland,7930,7928,328,7600,40667.3,12073.7,
2020,02,FEB,LICC,Catania,Italy,2072,2070,1,2069,6566,3065,
2020,02,FEB,LIMC,Milan - Malpensa,Italy,7438,7410,101,7309,35232.3,13929.7,
2020,02,FEB,LIME,Bergamo,Italy,3507,3499,17,3482,7913.7,7817.3,
2020,02,FEB,LIMF,Torino Caselle,Italy,1735,1719,25,1694,5508,3740,
2020,02,FEB,LIML,Milan - Linate,Italy,4121,4067,15,4052,10429.300000000001,6310.7,
2020,02,FEB,LIPE,Bologna,Italy,2580,2580,135,2445,5618.623333333333,4770.093333333333,
2020,02,FEB,LIPZ,Venice,Italy,2858,2857,54,2803,11941,5186,
2020,02,FEB,LIRA,Rome - Ciampino,Italy,1908,1907,119,1788,8677.6,5012.4000000000005,
2020,02,FEB,LIRF,Rome - Fiumicino,Italy,9682,9678,301,9377,61670.8,28499.2,
2020,02,FEB,LIRN,Naples,Italy,2575,2511,3,2508,8147,3013,
2020,02,FEB,EVRA,Riga,Latvia,2794,2780,22,2758,8920.7,3100.3,
2020,02,FEB,ELLX,Luxembourg,Luxembourg,3060,2886,45,2841,9684.800000000001,14232.2,
2020,02,FEB,LMML,Malta,Malta,2328,2316,81,2235,5900,3001,
2020,02,FEB,GMMN,Mohammed V International,Morocco,,,,,,,NO DATA RECEIVED
2020,02,FEB,GMMX,Menara,Morocco,,,,,,,NO DATA RECEIVED
2020,02,FEB,EHAM,Amsterdam - Schiphol,Netherlands,18213,17972,1627,16345,117287.5866666666,31270.48,
2020,02,FEB,ENBR,Bergen,Norway,,,,,,,NO DATA RECEIVED
2020,02,FEB,ENGM,Oslo - Gardermoen,Norway,9053,9021,121,8900,26110.600000000002,10521.4,
2020,02,FEB,ENVA,Trondheim,Norway,,,,,,,NO DATA RECEIVED
2020,02,FEB,ENZV,Stavanger,Norway,,,,,,,NO DATA RECEIVED
2020,02,FEB,EPWA,Warszawa - Chopina,Poland,7210,7188,585,6603,18473.035,7760.014999999999,
2020,02,FEB,LPFR,Faro,Portugal,1114,1113,44,1069,3181.893333333333,882.3066666666671,
2020,02,FEB,LPPR,Porto,Portugal,3418,3414,9,3405,9612.885,4087.814999999999,
2020,02,FEB,LPPT,Lisbon,Portugal,7945,7929,48,7881,32826.9783333333,11643.505,
2020,02,FEB,LROP,Bucharest - Otopeni,Romania,4340,4245,126,4119,17547,7361,
2020,02,FEB,LZIB,Bratislava,Slovakia,853,791,17,774,3325.5,877.5,
2020,02,FEB,LJLJ,Ljubljana,Slovenia,798,692,22,670,1699.311666666666,756.988333333333,
2020,02,FEB,GCFV,Fuerteventura,Spain,1791,1783,100,1683,4332.256666666666,1298.676666666666,
2020,02,FEB,GCLP,Gran Canaria,Spain,4769,4730,483,4247,4496.804999999999,5702.161666666666,
2020,02,FEB,GCRR,Lanzarote,Spain,2149,2108,25,2083,3619.048333333333,2333.601666666666,
2020,02,FEB,GCTS,Tenerife Sur - Reina Sofia,Spain,2760,2739,151,2588,7517.001666666666,3848.231666666666,
2020,02,FEB,GCXO,Tenerife North,Spain,2728,2701,117,2584,3981.338333333333,3335.878333333333,
2020,02,FEB,LEAL,Alicante,Spain,2924,2921,104,2817,7798.541666666666,3379.9916666666663,
2020,02,FEB,LEBB,Bilbao,Spain,1651,1651,59,1592,3741.4750000000004,3754.024999999999,
2020,02,FEB,LEBL,Barcelona,Spain,11402,11402,1027,10375,25956.513333333303,11879.903333333299,
2020,02,FEB,LEIB,Ibiza,Spain,1047,1045,119,926,1948.738333333333,2074.811666666666,
2020,02,FEB,LEMD,Madrid - Barajas,Spain,15486,15486,957,14529,90418.2,23934.0166666667,
2020,02,FEB,LEMG,Málaga,Spain,4147,4031,349,3682,9371.016666666666,6093.8499999999995,
2020,02,FEB,LEPA,Palma de Mallorca,Spain,3961,3954,730,3224,8220.108333333334,3281.408333333333,
2020,02,FEB,LEVC,Valencia,Spain,2594,2583,271,2312,6614.415,3114.751666666666,
2020,02,FEB,LEZL,Sevilla,Spain,2296,2296,134,2162,3655.938333333333,2854.828333333333,
2020,02,FEB,ESGG,Göteborg,Sweden,2400,2398,34,2364,7278.1,2470.9,
2020,02,FEB,ESSA,Stockholm - Arlanda,Sweden,8258,8258,601,7657,36657.2583333333,9510.125,
2020,02,FEB,LSGG,Geneva,Switzerland,7503,7502,156,7346,21648.616666666698,8202.699999999999,
2020,02,FEB,LSZH,Zürich,Switzerland,9195,9194,676,8518,32238.966666666696,10529.5666666667,
2020,02,FEB,LTFM,Istanbul,Türkiye,,,,,,,NO DATA RECEIVED
2020,02,FEB,EGBB,Birmingham,United Kingdom,3591,3590,89,3501,11551.7,3905.933333333333,
2020,02,FEB,EGCC,Manchester,United Kingdom,6561,6393,123,6270,30613,12437,
2020,02,FEB,EGGD,Bristol,United Kingdom,2371,2302,43,2259,6962.2,4597.8,
2020,02,FEB,EGGW,London - Luton,United Kingdom,4729,4702,12,4690,16923.6,8045.4000000000005,
2020,02,FEB,EGKK,London - Gatwick,United Kingdom,9454,9454,249,9205,56775.3,18132.7,
2020,02,FEB,EGLC,London - City,United Kingdom,3121,3119,11,3108,5897,5358.983333333333,
2020,02,FEB,EGLL,London - Heathrow,United Kingdom,17636,17634,236,17398,90892.8,55162.200000000004,
2020,02,FEB,EGNT,Newcastle,United Kingdom,1464,1263,25,1238,2682,2368,
2020,02,FEB,EGPD,Aberdeen,United Kingdom,1824,1808,48,1760,4215.515,2209.101666666666,
2020,02,FEB,EGPF,Glasgow,United Kingdom,2698,2682,49,2633,7552.2,4217.8,
2020,02,FEB,EGPH,Edinburgh,United Kingdom,4508,4505,2,4503,17531,9527,
2020,02,FEB,EGSS,London - Stansted,United Kingdom,6977,6943,296,6647,33601,11626,
2020,03,MAR,LOWW,Vienna,Austria,5672,5670,389,5281,25586.9,7645.316666666666,
2020,03,MAR,EBBR,Brussels,Belgium,5460,5383,517,4866,18712,6684,
2020,03,MAR,EBCI,Charleroi,Belgium,1535,1531,11,1520,6317.4000000000005,1096.6000000000001,
2020,03,MAR,LBSF,Sofia,Bulgaria,1612,1612,112,1500,4681.8,1696.2,
2020,03,MAR,LDZA,Zagreb,Croatia,1150,1149,724,425,1413,423,
2020,03,MAR,LKPR,Prague,Czech Republic,2926,2914,220,2694,11460.4,3035.6,
2020,03,MAR,EKCH,Copenhagen - Kastrup,Denmark,6032,6032,724,5308,20952.7216666667,6964.128333333333,
2020,03,MAR,EETN,Tallinn,Estonia,1107,1078,59,1019,3344.4,582.6,
2020,03,MAR,EFHK,Helsinki - Vantaa,Finland,5432,5310,581,4729,17459.59,5675.41,
2020,03,MAR,LFBO,Toulouse-Blagnac,France,2155,2155,117,2038,6382.5,2589.5,
2020,03,MAR,LFLL,Lyon-Saint-Exupéry,France,2674,2663,374,2289,8540.9,3598.1,
2020,03,MAR,LFML,Marseille-Provence,France,,,,,,,DATA ISSUE
2020,03,MAR,LFMN,Nice-Côte d’Azur,France,2923,2885,322,2563,7433.6,2834.4,
2020,03,MAR,LFPG,Paris-Charles-de-Gaulle,France,11848,11845,1384,10461,79625.6,18573.45,
2020,03,MAR,LFPO,Paris-Orly,France,4852,4849,1113,3736,16680.9,5713.1,
2020,03,MAR,LFSB,Bâle-Mulhouse,France,1742,1741,57,1684,4807,1077,
2020,03,MAR,EDDB,Berlin - Brandenburg,Germany,2229,2221,158,2063,10146.5,2364.7166666666662,
2020,03,MAR,EDDC,Dresden,Germany,435,434,20,414,1191,313,
2020,03,MAR,EDDE,Erfurt,Germany,284,154,39,115,362,123,
2020,03,MAR,EDDF,Frankfurt,Germany,11443,11443,641,10802,75181.25,20832.95,
2020,03,MAR,EDDG,Muenster-Osnabrueck,Germany,788,206,8,198,778,129.56666666666698,
2020,03,MAR,EDDH,Hamburg,Germany,3442,3396,270,3126,10373.1233333333,4515.876666666666,
2020,03,MAR,EDDK,Cologne-Bonn,Germany,3739,3727,717,3010,13399.7016666667,3897.6150000000002,
2020,03,MAR,EDDL,Dusseldorf,Germany,4784,4784,347,4437,14571.525,3656.108333333333,
2020,03,MAR,EDDM,Munich,Germany,8677,8674,131,8543,34982.200000000004,10552.800000000001,
2020,03,MAR,EDDN,Nuremberg,Germany,1407,1172,89,1083,2823.683333333333,728.2833333333331,
2020,03,MAR,EDDP,Leipzig-Halle,Germany,2750,2744,626,2118,8034.366666666666,3364.916666666666,
2020,03,MAR,EDDR,Saarbruecken,Germany,221,217,21,196,719,121,
2020,03,MAR,EDDS,Stuttgart,Germany,3046,2946,66,2880,8637.233333333334,4288.633333333333,
2020,03,MAR,EDDV,Hanover,Germany,1945,1695,297,1398,4827.116666666666,1674.3166666666662,
2020,03,MAR,EDDW,Bremen,Germany,937,826,44,782,1727.7349999999992,832.448333333333,
2020,03,MAR,LGAV,Athens,Greece,4699,4699,321,4378,15994.2816666667,7213.301666666666,
2020,03,MAR,LHBP,Budapest - Ferihegy,Hungary,3040,3030,426,2604,7604.9783333333335,3450.871666666666,
2020,03,MAR,BIKF,Keflavik,Iceland,,,,,,,NO DATA RECEIVED
2020,03,MAR,EICK,Cork,Ireland,1875,1161,60,1101,1690,1331,
2020,03,MAR,EIDW,Dublin,Ireland,6471,6468,185,6283,32715,10230,
2020,03,MAR,LICC,Catania,Italy,728,726,4,722,2298,900,
2020,03,MAR,LIMC,Milan - Malpensa,Italy,2708,2705,106,2599,13097.7,4139.3,
2020,03,MAR,LIME,Bergamo,Italy,1445,1445,50,1395,3258.8,2372.2000000000003,
2020,03,MAR,LIMF,Torino Caselle,Italy,629,624,21,603,1914,1402,
2020,03,MAR,LIML,Milan - Linate,Italy,901,881,33,848,2257,1319,
2020,03,MAR,LIPE,Bologna,Italy,997,997,126,871,2121.613333333333,1594.1199999999992,
2020,03,MAR,LIPZ,Venice,Italy,955,954,47,907,3862,1795,
2020,03,MAR,LIRA,Rome - Ciampino,Italy,890,887,42,845,4388.8,2316.2000000000003,
2020,03,MAR,LIRF,Rome - Fiumicino,Italy,4306,4304,506,3798,24419.100000000002,10644.9,
2020,03,MAR,LIRN,Naples,Italy,1047,1011,1,1010,3105,887,
2020,03,MAR,EVRA,Riga,Latvia,1831,1818,63,1755,5728,1900,
2020,03,MAR,ELLX,Luxembourg,Luxembourg,2150,1972,14,1958,6925.9000000000005,9459.1,
2020,03,MAR,LMML,Malta,Malta,1408,1396,114,1282,3460,1183,
2020,03,MAR,GMMN,Mohammed V International,Morocco,,,,,,,NO DATA RECEIVED
2020,03,MAR,GMMX,Menara,Morocco,,,,,,,NO DATA RECEIVED
2020,03,MAR,EHAM,Amsterdam - Schiphol,Netherlands,13253,13005,851,12154,88273.8533333333,20248.396666666697,
2020,03,MAR,ENBR,Bergen,Norway,,,,,,,NO DATA RECEIVED
2020,03,MAR,ENGM,Oslo - Gardermoen,Norway,6577,6536,92,6444,19541.3,7822.7,
2020,03,MAR,ENVA,Trondheim,Norway,,,,,,,NO DATA RECEIVED
2020,03,MAR,ENZV,Stavanger,Norway,,,,,,,NO DATA RECEIVED
2020,03,MAR,EPWA,Warszawa - Chopina,Poland,4064,4017,1419,2598,6740.068333333333,3704.198333333333,
2020,03,MAR,LPFR,Faro,Portugal,1047,1047,45,1002,3005.263333333333,772.4866666666671,
2020,03,MAR,LPPR,Porto,Portugal,2299,2296,12,2284,7231.281666666666,2815.501666666666,
2020,03,MAR,LPPT,Lisbon,Portugal,5369,5366,73,5293,22449.6583333333,7493.3916666666655,
2020,03,MAR,LROP,Bucharest - Otopeni,Romania,2957,2851,45,2806,13089.6,4919.4000000000005,
2020,03,MAR,LZIB,Bratislava,Slovakia,502,440,18,422,1869.5,377.5,
2020,03,MAR,LJLJ,Ljubljana,Slovenia,539,506,81,425,1087.569999999999,478.26333333333304,
2020,03,MAR,GCFV,Fuerteventura,Spain,1247,1238,48,1190,3090.046666666666,941.453333333333,
2020,03,MAR,GCLP,Gran Canaria,Spain,3394,3369,131,3238,3498.483333333333,4789.283333333333,
2020,03,MAR,GCRR,Lanzarote,Spain,1530,1498,7,1491,2613.063333333333,1752.803333333333,
2020,03,MAR,GCTS,Tenerife Sur - Reina Sofia,Spain,2016,2005,216,1789,5156.58,2300.27,
2020,03,MAR,GCXO,Tenerife North,Spain,1793,1752,56,1696,2569.343333333333,2242.023333333333,
2020,03,MAR,LEAL,Alicante,Spain,2181,2178,91,2087,5881.013333333333,2119.586666666666,
2020,03,MAR,LEBB,Bilbao,Spain,1067,1066,8,1058,2724.924999999999,2319.141666666666,
2020,03,MAR,LEBL,Barcelona,Spain,6846,6845,1108,5737,16169.845,6019.471666666665,
2020,03,MAR,LEIB,Ibiza,Spain,704,703,140,563,1209.5149999999992,1233.3183333333332,
2020,03,MAR,LEMD,Madrid - Barajas,Spain,9819,9819,1048,8771,52634.920000000006,14582.1133333333,
2020,03,MAR,LEMG,Málaga,Spain,3112,3048,350,2698,6736.676666666666,4515.64,
2020,03,MAR,LEPA,Palma de Mallorca,Spain,2898,2892,572,2320,6699.804999999999,2569.561666666666,
2020,03,MAR,LEVC,Valencia,Spain,1561,1555,154,1401,3936.483333333333,1825.083333333333,
2020,03,MAR,LEZL,Sevilla,Spain,1522,1522,160,1362,2165.6966666666663,1720.3700000000001,
2020,03,MAR,ESGG,Göteborg,Sweden,1632,1629,29,1600,4817,1586,
2020,03,MAR,ESSA,Stockholm - Arlanda,Sweden,6124,6122,620,5502,26752.9016666667,6816.798333333333,
2020,03,MAR,LSGG,Geneva,Switzerland,4993,4990,144,4846,14700.2233333333,5434.993333333333,
2020,03,MAR,LSZH,Zürich,Switzerland,5429,5428,545,4883,19413.005,5897.561666666666,
2020,03,MAR,LTFM,Istanbul,Türkiye,,,,,,,NO DATA RECEIVED
2020,03,MAR,EGBB,Birmingham,United Kingdom,2102,2099,74,2025,6447.265,2448.9849999999988,
2020,03,MAR,EGCC,Manchester,United Kingdom,4172,4049,226,3823,18587,6889,
2020,03,MAR,EGGD,Bristol,United Kingdom,1733,1667,63,1604,4684,2911.3833333333328,
2020,03,MAR,EGGW,London - Luton,United Kingdom,3512,3497,18,3479,12691.800000000001,4850.2,
2020,03,MAR,EGKK,London - Gatwick,United Kingdom,6914,6912,202,6710,39427,12856,
2020,03,MAR,EGLC,London - City,United Kingdom,1624,1624,63,1561,3100.8,2530.4,
2020,03,MAR,EGLL,London - Heathrow,United Kingdom,13066,13065,499,12566,67702.9,31429.100000000002,
2020,03,MAR,EGNT,Newcastle,United Kingdom,1227,956,24,932,2271,2055,
2020,03,MAR,EGPD,Aberdeen,United Kingdom,1327,1312,39,1273,2937,1766.283333333333,
2020,03,MAR,EGPF,Glasgow,United Kingdom,2004,1994,49,1945,5546.5,2794.5,
